,recording_session_label,image,num_of_presentation,fixation1,fixation2,fixation3,test_response
5967,16,F54.jpg,1,8,NA,NA,4
5968,17,F54.jpg,3,8,6,4,0
5969,18,F54.jpg,1,8,NA,NA,4
5970,19,F54.jpg,3,12,6,6,-1
5971,20,F54.jpg,3,12,6,6,-1
5972,21,F54.jpg,3,13,10,9,0
5973,22,F54.jpg,1,11,NA,NA,4
5974,23,F54.jpg,3,10,7,15,0
5975,24,F54.jpg,1,8,NA,NA,4
5976,25,F54.jpg,3,7,6,6,-1
5977,26,F54.jpg,3,7,10,10,-1
5978,27,F54.jpg,3,9,10,6,-1
5979,28,F54.jpg,1,8,NA,NA,4
5980,29,F54.jpg,3,12,8,10,0
5981,30,F54.jpg,1,7,NA,NA,3
5982,31,F54.jpg,3,12,11,11,-1
5983,32,F54.jpg,3,10,8,1,-1
5984,33,F54.jpg,3,11,8,6,2
5985,34,F54.jpg,1,8,NA,NA,3
5986,35,F54.jpg,3,11,12,11,0
5987,36,F54.jpg,1,13,NA,NA,4
5988,37,F54.jpg,3,7,9,5,-1
5989,38,F54.jpg,3,11,13,12,-1
5990,39,F54.jpg,3,12,13,8,0
5991,40,F54.jpg,1,12,NA,NA,4
5992,41,F54.jpg,3,5,6,6,1
5993,42,F54.jpg,1,7,NA,NA,3
5994,43,F54.jpg,3,8,10,9,-1
5995,44,F54.jpg,3,10,8,10,-1
5996,45,F54.jpg,3,11,10,11,0
5997,46,F54.jpg,1,8,NA,NA,4
5998,47,F54.jpg,3,10,9,8,-1
5999,48,F54.jpg,1,6,NA,NA,3
6000,1,F90.jpg,3,9,7,8,2
6001,2,F90.jpg,1,8,NA,NA,3
6002,3,F90.jpg,3,9,8,12,-1
6003,4,F90.jpg,3,12,11,10,-1
6004,5,F90.jpg,1,8,NA,NA,4
6005,6,F90.jpg,3,9,11,8,2
6006,7,F90.jpg,3,12,9,10,1
6007,8,F90.jpg,1,7,NA,NA,4
6008,9,F90.jpg,3,11,9,8,-1
6009,10,F90.jpg,3,9,10,10,-1
6010,11,F90.jpg,1,12,NA,NA,4
6011,12,F90.jpg,3,9,9,8,1
6012,13,F90.jpg,3,9,11,5,2
6013,14,F90.jpg,1,8,NA,NA,3
6014,15,F90.jpg,3,6,7,10,-1
6015,16,F90.jpg,3,7,10,7,-1
6016,17,F90.jpg,1,10,NA,NA,4
6017,18,F90.jpg,3,8,9,8,1
6018,19,F90.jpg,3,9,10,8,1
6019,20,F90.jpg,1,7,NA,NA,3
6020,21,F90.jpg,3,11,12,11,-1
6021,22,F90.jpg,3,9,10,10,-1
6022,23,F90.jpg,1,8,NA,NA,4
6023,24,F90.jpg,3,3,4,9,2
6024,25,F90.jpg,3,9,6,7,0
6025,26,F90.jpg,1,11,NA,NA,4
6026,27,F90.jpg,3,8,7,7,-1
6027,28,F90.jpg,3,5,11,7,-1
6028,29,F90.jpg,1,8,NA,NA,4
6029,30,F90.jpg,3,2,9,6,2
6030,31,F90.jpg,3,10,9,9,0
6031,32,F90.jpg,1,6,NA,NA,3
6032,33,F90.jpg,3,10,9,9,-1
6033,34,F90.jpg,3,8,9,4,-1
6034,35,F90.jpg,1,11,NA,NA,4
6035,36,F90.jpg,3,10,11,11,1
6036,37,F90.jpg,3,10,8,8,1
6037,38,F90.jpg,1,9,NA,NA,3
6038,39,F90.jpg,3,12,14,13,-1
6039,40,F90.jpg,3,11,9,12,-1
6040,41,F90.jpg,1,6,NA,NA,4
6041,42,F90.jpg,3,10,8,8,2
6042,43,F90.jpg,3,8,11,10,1
6043,44,F90.jpg,1,7,NA,NA,4
6044,45,F90.jpg,3,9,12,9,-1
6045,46,F90.jpg,3,5,7,8,-1
6046,47,F90.jpg,1,10,NA,NA,4
6047,48,F90.jpg,3,2,8,7,1
6048,1,F86.jpg,3,8,7,8,2
6049,2,F86.jpg,1,8,NA,NA,4
6050,3,F86.jpg,3,11,9,8,-1
6051,4,F86.jpg,3,12,8,8,-1
6052,5,F86.jpg,1,7,NA,NA,3
6053,6,F86.jpg,3,11,7,12,0
6054,7,F86.jpg,3,8,7,10,1
6055,8,F86.jpg,1,6,NA,NA,3
6056,9,F86.jpg,3,9,9,6,-1
6057,10,F86.jpg,3,9,10,9,-1
6058,11,F86.jpg,1,9,NA,NA,3
6059,12,F86.jpg,3,7,6,4,0
6060,13,F86.jpg,3,10,9,8,1
6061,14,F86.jpg,1,7,NA,NA,3
6062,15,F86.jpg,3,7,10,9,-1
6063,16,F86.jpg,3,9,11,9,-1
6064,17,F86.jpg,1,7,NA,NA,4
6065,18,F86.jpg,3,8,8,4,1
6066,19,F86.jpg,2,8,10,NA,0
6067,20,F86.jpg,1,7,NA,NA,3
6068,21,F86.jpg,3,7,11,8,-1
6069,22,F86.jpg,3,10,12,10,-1
6070,23,F86.jpg,1,12,NA,NA,-1
6071,24,F86.jpg,3,8,4,8,0
6072,25,F86.jpg,3,4,10,7,2
6073,26,F86.jpg,1,10,NA,NA,4
6074,27,F86.jpg,3,7,8,8,-1
6075,28,F86.jpg,3,11,10,8,-1
6076,29,F86.jpg,1,10,NA,NA,4
6077,30,F86.jpg,3,5,7,9,1
6078,31,F86.jpg,3,9,9,11,0
6079,32,F86.jpg,1,8,NA,NA,3
6080,33,F86.jpg,3,6,10,10,-1
6081,34,F86.jpg,3,10,9,7,-1
6082,35,F86.jpg,1,12,NA,NA,3
6083,36,F86.jpg,3,13,12,13,1
6084,37,F86.jpg,3,10,7,6,2
6085,38,F86.jpg,1,10,NA,NA,4
6086,39,F86.jpg,3,12,13,11,-1
6087,40,F86.jpg,3,10,12,10,-1
6088,41,F86.jpg,1,9,NA,NA,3
6089,42,F86.jpg,3,8,6,6,0
6090,43,F86.jpg,3,11,16,10,1
6091,44,F86.jpg,1,8,NA,NA,4
6092,45,F86.jpg,3,10,10,10,-1
6093,46,F86.jpg,3,8,5,9,-1
6094,47,F86.jpg,1,10,NA,NA,4
6095,48,F86.jpg,3,4,7,1,2
6096,1,F39.jpg,3,8,10,8,-1
6097,2,F39.jpg,3,7,8,9,-1
6098,3,F39.jpg,3,8,9,6,0
6099,4,F39.jpg,1,9,NA,NA,3
6100,5,F39.jpg,3,12,9,8,0
6101,6,F39.jpg,1,11,NA,NA,4
6102,7,F39.jpg,3,11,10,10,-1
6103,8,F39.jpg,3,9,7,4,-1
6104,9,F39.jpg,3,10,10,6,0
6105,10,F39.jpg,1,10,NA,NA,4
6106,11,F39.jpg,3,9,12,8,2
6107,12,F39.jpg,1,5,NA,NA,3
6108,13,F39.jpg,3,7,8,8,-1
6109,14,F39.jpg,3,8,8,6,-1
6110,15,F39.jpg,3,4,9,9,1
6111,16,F39.jpg,1,11,NA,NA,3
6112,17,F39.jpg,3,8,9,4,0
6113,18,F39.jpg,1,7,NA,NA,4
6114,19,F39.jpg,3,10,9,8,-1
6115,20,F39.jpg,3,7,7,10,-1
6116,21,F39.jpg,3,10,9,11,1
6117,22,F39.jpg,1,10,NA,NA,3
6118,23,F39.jpg,3,12,8,8,1
6119,24,F39.jpg,1,10,NA,NA,4
6120,25,F39.jpg,3,9,8,8,-1
6121,26,F39.jpg,3,10,6,9,-1
6122,27,F39.jpg,3,4,6,6,1
6123,28,F39.jpg,1,6,NA,NA,4
6124,29,F39.jpg,3,10,8,9,0
6125,30,F39.jpg,1,9,NA,NA,4
6126,31,F39.jpg,3,9,12,8,-1
6127,32,F39.jpg,3,9,7,3,-1
6128,33,F39.jpg,3,7,5,9,2
6129,34,F39.jpg,1,9,NA,NA,4
6130,35,F39.jpg,3,10,9,10,0
6131,36,F39.jpg,1,13,NA,NA,4
6132,37,F39.jpg,3,6,11,8,-1
6133,38,F39.jpg,3,11,11,10,-1
6134,39,F39.jpg,3,10,12,11,1
6135,40,F39.jpg,1,10,NA,NA,4
6136,41,F39.jpg,3,7,5,6,1
6137,42,F39.jpg,1,9,NA,NA,3
6138,43,F39.jpg,3,9,10,11,-1
6139,44,F39.jpg,3,9,12,8,-1
6140,45,F39.jpg,3,10,11,9,1
6141,46,F39.jpg,1,5,NA,NA,4
6142,47,F39.jpg,3,10,10,9,1
6143,48,F39.jpg,1,2,NA,NA,4
6144,1,F131.jpg,1,7,NA,NA,4
6145,2,F131.jpg,3,8,8,7,1
6146,3,F131.jpg,1,9,NA,NA,4
6147,4,F131.jpg,3,9,10,9,0
6148,5,F131.jpg,3,10,9,9,-1
6149,6,F131.jpg,3,9,11,8,-1
6150,7,F131.jpg,1,11,NA,NA,4
6151,8,F131.jpg,3,4,7,5,2
6152,9,F131.jpg,1,7,NA,NA,4
6153,10,F131.jpg,3,9,9,10,1
6154,11,F131.jpg,3,10,8,11,-1
6155,12,F131.jpg,3,7,8,3,-1
6156,13,F131.jpg,1,8,NA,NA,4
6157,14,F131.jpg,3,9,5,8,1
6158,15,F131.jpg,1,8,NA,NA,4
6159,16,F131.jpg,3,11,7,11,0
6160,17,F131.jpg,3,9,11,7,-1
6161,18,F131.jpg,3,6,9,11,-1
6162,19,F131.jpg,1,10,NA,NA,4
6163,20,F131.jpg,3,9,4,6,2
6164,21,F131.jpg,1,11,NA,NA,3
6165,22,F131.jpg,3,12,9,10,0
6166,23,F131.jpg,3,9,12,9,-1
6167,24,F131.jpg,3,14,8,10,-1
6168,25,F131.jpg,1,6,NA,NA,4
6169,26,F131.jpg,3,9,9,8,1
6170,27,F131.jpg,1,6,NA,NA,4
6171,28,F131.jpg,3,9,9,9,0
6172,29,F131.jpg,3,11,13,14,-1
6173,30,F131.jpg,3,11,11,8,-1
6174,31,F131.jpg,1,11,NA,NA,4
6175,32,F131.jpg,3,10,5,5,1
6176,33,F131.jpg,1,8,NA,NA,4
6177,34,F131.jpg,3,7,10,9,0
6178,35,F131.jpg,3,13,11,13,-1
6179,36,F131.jpg,3,9,11,11,-1
6180,37,F131.jpg,1,8,NA,NA,4
6181,38,F131.jpg,3,13,10,12,2
6182,39,F131.jpg,1,13,NA,NA,4
6183,40,F131.jpg,3,11,10,9,1
6184,41,F131.jpg,3,7,8,8,-1
6185,42,F131.jpg,3,8,6,7,-1
6186,43,F131.jpg,1,10,NA,NA,4
6187,44,F131.jpg,3,9,10,7,2
6188,45,F131.jpg,1,7,NA,NA,4
6189,46,F131.jpg,3,7,9,6,1
6190,47,F131.jpg,3,10,12,8,-1
6191,48,F131.jpg,2,4,4,NA,-1
6192,1,F43.jpg,3,9,8,9,-1
6193,2,F43.jpg,3,9,8,9,-1
6194,3,F43.jpg,3,4,10,12,2
6195,4,F43.jpg,1,10,NA,NA,4
6196,5,F43.jpg,3,8,7,7,0
6197,6,F43.jpg,1,9,NA,NA,4
6198,7,F43.jpg,3,12,7,9,-1
6199,8,F43.jpg,3,7,6,7,-1
6200,9,F43.jpg,3,9,9,8,0
6201,10,F43.jpg,1,11,NA,NA,4
6202,11,F43.jpg,3,11,9,9,2
6203,12,F43.jpg,1,2,NA,NA,3
6204,13,F43.jpg,3,5,7,8,-1
6205,14,F43.jpg,3,5,8,6,-1
6206,15,F43.jpg,3,7,8,8,0
6207,16,F43.jpg,1,12,NA,NA,4
6208,17,F43.jpg,3,8,6,4,1
6209,18,F43.jpg,1,7,NA,NA,4
6210,19,F43.jpg,3,7,10,6,-1
6211,20,F43.jpg,3,7,8,5,-1
6212,21,F43.jpg,3,12,10,10,0
6213,22,F43.jpg,1,8,NA,NA,4
6214,23,F43.jpg,3,7,9,10,1
6215,24,F43.jpg,1,8,NA,NA,3
6216,25,F43.jpg,3,10,9,10,-1
6217,26,F43.jpg,3,9,8,9,-1
6218,27,F43.jpg,3,7,6,6,0
6219,28,F43.jpg,1,8,NA,NA,4
6220,29,F43.jpg,3,12,9,7,0
6221,30,F43.jpg,1,7,NA,NA,4
6222,31,F43.jpg,3,10,11,10,-1
6223,32,F43.jpg,3,8,5,4,-1
6224,33,F43.jpg,3,11,7,7,1
6225,34,F43.jpg,1,8,NA,NA,3
6226,35,F43.jpg,3,8,10,10,1
6227,36,F43.jpg,1,12,NA,NA,4
6228,37,F43.jpg,2,8,13,NA,-1
6229,38,F43.jpg,3,10,11,10,-1
6230,39,F43.jpg,3,10,13,11,1
6231,40,F43.jpg,1,10,NA,NA,4
6232,41,F43.jpg,3,6,8,7,1
6233,42,F43.jpg,1,7,NA,NA,4
6234,43,F43.jpg,3,10,9,8,-1
6235,44,F43.jpg,3,8,9,10,-1
6236,45,F43.jpg,3,5,8,10,1
6237,46,F43.jpg,1,8,NA,NA,3
6238,47,F43.jpg,3,9,7,10,1
6239,48,F43.jpg,1,2,NA,NA,4
6240,1,F82.jpg,3,11,8,9,2
6241,2,F82.jpg,1,7,NA,NA,-1
6242,3,F82.jpg,3,10,12,12,-1
6243,4,F82.jpg,3,13,11,10,-1
6244,5,F82.jpg,1,10,NA,NA,4
6245,6,F82.jpg,3,11,12,9,1
6246,7,F82.jpg,3,9,16,10,1
6247,8,F82.jpg,1,8,NA,NA,4
6248,9,F82.jpg,3,9,9,9,-1
6249,10,F82.jpg,3,9,12,11,-1
6250,11,F82.jpg,1,14,NA,NA,3
6251,12,F82.jpg,3,6,7,7,0
6252,13,F82.jpg,3,6,10,7,1
6253,14,F82.jpg,1,8,NA,NA,3
6254,15,F82.jpg,3,10,8,10,-1
6255,16,F82.jpg,3,9,9,8,-1
6256,17,F82.jpg,1,8,NA,NA,4
6257,18,F82.jpg,3,9,10,8,0
6258,19,F82.jpg,3,10,6,8,1
6259,20,F82.jpg,1,7,NA,NA,4
6260,21,F82.jpg,3,11,11,11,-1
6261,22,F82.jpg,3,11,10,9,-1
6262,23,F82.jpg,1,8,NA,NA,4
6263,24,F82.jpg,3,4,7,9,2
6264,25,F82.jpg,3,9,7,5,1
6265,26,F82.jpg,1,8,NA,NA,4
6266,27,F82.jpg,3,7,8,6,-1
6267,28,F82.jpg,3,8,7,8,-1
6268,29,F82.jpg,1,11,NA,NA,4
6269,30,F82.jpg,3,5,8,8,1
6270,31,F82.jpg,3,11,10,9,0
6271,32,F82.jpg,1,6,NA,NA,3
6272,33,F82.jpg,3,5,9,9,-1
6273,34,F82.jpg,3,10,8,8,-1
6274,35,F82.jpg,1,12,NA,NA,4
6275,36,F82.jpg,3,11,10,11,1
6276,37,F82.jpg,3,11,6,9,1
6277,38,F82.jpg,1,9,NA,NA,4
6278,39,F82.jpg,3,12,12,9,-1
6279,40,F82.jpg,3,10,12,12,-1
6280,41,F82.jpg,1,5,NA,NA,3
6281,42,F82.jpg,3,6,8,7,1
6282,43,F82.jpg,3,9,5,10,0
6283,44,F82.jpg,1,10,NA,NA,4
6284,45,F82.jpg,3,7,9,9,-1
6285,46,F82.jpg,3,7,6,4,-1
6286,47,F82.jpg,1,9,NA,NA,4
6287,48,F82.jpg,2,5,1,NA,2
6288,1,F64.jpg,3,6,8,10,1
6289,2,F64.jpg,1,7,NA,NA,4
6290,3,F64.jpg,3,11,11,4,-1
6291,4,F64.jpg,3,12,10,5,-1
6292,5,F64.jpg,1,7,NA,NA,3
6293,6,F64.jpg,3,10,11,8,1
6294,7,F64.jpg,3,11,9,5,1
6295,8,F64.jpg,1,10,NA,NA,4
6296,9,F64.jpg,3,11,9,10,-1
6297,10,F64.jpg,3,9,11,11,-1
6298,11,F64.jpg,1,10,NA,NA,4
6299,12,F64.jpg,3,2,5,6,0
6300,13,F64.jpg,3,8,7,8,1
6301,14,F64.jpg,1,7,NA,NA,3
6302,15,F64.jpg,3,9,9,8,-1
6303,16,F64.jpg,3,7,10,7,-1
6304,17,F64.jpg,1,7,NA,NA,3
6305,18,F64.jpg,3,6,6,8,0
6306,19,F64.jpg,3,5,6,9,1
6307,20,F64.jpg,1,8,NA,NA,4
6308,21,F64.jpg,3,7,10,11,-1
6309,22,F64.jpg,3,7,10,7,-1
6310,23,F64.jpg,1,9,NA,NA,4
6311,24,F64.jpg,3,9,10,10,1
6312,25,F64.jpg,3,16,8,8,0
6313,26,F64.jpg,1,7,NA,NA,4
6314,27,F64.jpg,3,7,5,5,-1
6315,28,F64.jpg,3,5,8,9,-1
6316,29,F64.jpg,1,9,NA,NA,4
6317,30,F64.jpg,3,7,8,7,1
6318,31,F64.jpg,3,11,9,11,0
6319,32,F64.jpg,1,6,NA,NA,3
6320,33,F64.jpg,3,11,8,11,-1
6321,34,F64.jpg,3,6,10,9,-1
6322,35,F64.jpg,1,11,NA,NA,4
6323,36,F64.jpg,3,4,12,11,1
6324,37,F64.jpg,3,4,7,7,2
6325,38,F64.jpg,1,9,NA,NA,3
6326,39,F64.jpg,3,13,14,11,-1
6327,40,F64.jpg,3,12,11,12,-1
6328,41,F64.jpg,1,10,NA,NA,3
6329,42,F64.jpg,3,8,8,9,0
6330,43,F64.jpg,3,11,16,10,2
6331,44,F64.jpg,1,8,NA,NA,4
6332,45,F64.jpg,3,10,8,7,-1
6333,46,F64.jpg,3,3,5,7,-1
6334,47,F64.jpg,1,11,NA,NA,4
6335,48,F64.jpg,3,4,5,5,2
6336,1,F180.jpg,1,7,NA,NA,4
6337,2,F180.jpg,3,10,8,9,0
6338,3,F180.jpg,1,8,NA,NA,4
6339,4,F180.jpg,3,11,8,9,0
6340,5,F180.jpg,3,7,7,10,-1
6341,6,F180.jpg,3,10,10,7,-1
6342,7,F180.jpg,1,9,NA,NA,4
6343,8,F180.jpg,3,5,4,7,-1
6344,9,F180.jpg,1,9,NA,NA,4
6345,10,F180.jpg,3,4,10,9,2
6346,11,F180.jpg,3,10,11,12,-1
6347,12,F180.jpg,3,9,8,7,-1
6348,13,F180.jpg,1,7,NA,NA,4
6349,14,F180.jpg,3,8,8,7,0
6350,15,F180.jpg,1,9,NA,NA,3
6351,16,F180.jpg,3,8,6,10,0
6352,17,F180.jpg,3,9,9,4,-1
6353,18,F180.jpg,3,7,9,10,-1
6354,19,F180.jpg,1,12,NA,NA,4
6355,20,F180.jpg,3,7,7,8,0
6356,21,F180.jpg,1,14,NA,NA,4
6357,22,F180.jpg,3,10,12,12,0
6358,23,F180.jpg,3,11,8,10,-1
6359,24,F180.jpg,3,11,5,13,-1
6360,25,F180.jpg,1,6,NA,NA,4
6361,26,F180.jpg,3,11,8,9,0
6362,27,F180.jpg,1,7,NA,NA,4
6363,28,F180.jpg,3,9,11,10,0
6364,29,F180.jpg,3,9,13,11,-1
6365,30,F180.jpg,3,7,7,1,-1
6366,31,F180.jpg,1,10,NA,NA,4
6367,32,F180.jpg,3,6,6,6,1
6368,33,F180.jpg,1,8,NA,NA,4
6369,34,F180.jpg,3,8,10,7,0
6370,35,F180.jpg,3,10,7,10,-1
6371,36,F180.jpg,3,12,12,11,-1
6372,37,F180.jpg,1,9,NA,NA,3
6373,38,F180.jpg,3,10,9,9,0
6374,39,F180.jpg,1,10,NA,NA,4
6375,40,F180.jpg,3,11,12,12,1
6376,41,F180.jpg,3,8,9,5,-1
6377,42,F180.jpg,3,9,8,7,-1
6378,43,F180.jpg,1,10,NA,NA,3
6379,44,F180.jpg,3,9,9,8,0
6380,45,F180.jpg,1,11,NA,NA,3
6381,46,F180.jpg,3,9,6,5,0
6382,47,F180.jpg,3,10,10,11,-1
6383,48,F180.jpg,3,3,4,4,-1
6384,1,F61.jpg,3,8,7,8,2
6385,2,F61.jpg,1,8,NA,NA,4
6386,3,F61.jpg,3,8,8,5,-1
6387,4,F61.jpg,3,10,10,10,-1
6388,5,F61.jpg,1,8,NA,NA,3
6389,6,F61.jpg,3,10,12,12,0
6390,7,F61.jpg,3,10,6,7,1
6391,8,F61.jpg,1,5,NA,NA,4
6392,9,F61.jpg,3,10,11,9,-1
6393,10,F61.jpg,3,7,8,9,-1
6394,11,F61.jpg,1,9,NA,NA,4
6395,12,F61.jpg,3,6,3,10,0
6396,13,F61.jpg,3,7,10,5,0
6397,14,F61.jpg,1,9,NA,NA,3
6398,15,F61.jpg,3,4,7,10,-1
6399,16,F61.jpg,3,8,8,10,-1
6400,17,F61.jpg,1,8,NA,NA,3
6401,18,F61.jpg,3,8,7,6,0
6402,19,F61.jpg,3,10,3,11,1
6403,20,F61.jpg,1,5,NA,NA,4
6404,21,F61.jpg,3,11,8,9,-1
6405,22,F61.jpg,3,7,11,8,-1
6406,23,F61.jpg,1,8,NA,NA,3
6407,24,F61.jpg,3,14,10,9,1
6408,25,F61.jpg,3,9,8,10,0
6409,26,F61.jpg,1,7,NA,NA,3
6410,27,F61.jpg,3,7,8,7,-1
6411,28,F61.jpg,3,9,8,7,-1
6412,29,F61.jpg,1,10,NA,NA,4
6413,30,F61.jpg,3,5,3,7,2
6414,31,F61.jpg,3,10,11,11,0
6415,32,F61.jpg,1,7,NA,NA,4
6416,33,F61.jpg,3,9,7,9,-1
6417,34,F61.jpg,3,10,6,11,-1
6418,35,F61.jpg,1,11,NA,NA,3
6419,36,F61.jpg,3,11,12,13,1
6420,37,F61.jpg,3,8,6,9,1
6421,38,F61.jpg,1,9,NA,NA,4
6422,39,F61.jpg,3,15,13,13,-1
6423,40,F61.jpg,3,13,14,12,-1
6424,41,F61.jpg,1,6,NA,NA,-1
6425,42,F61.jpg,3,9,8,9,0
6426,43,F61.jpg,3,11,9,11,1
6427,44,F61.jpg,1,4,NA,NA,4
6428,45,F61.jpg,3,11,13,8,-1
6429,46,F61.jpg,3,5,7,5,-1
6430,47,F61.jpg,1,11,NA,NA,4
6431,48,F61.jpg,3,4,3,2,2
6432,1,F7.jpg,3,10,7,10,-1
6433,2,F7.jpg,3,10,8,9,-1
6434,3,F7.jpg,3,11,9,8,0
6435,4,F7.jpg,1,11,NA,NA,4
6436,5,F7.jpg,3,8,7,6,0
6437,6,F7.jpg,1,8,NA,NA,4
6438,7,F7.jpg,3,10,11,9,-1
6439,8,F7.jpg,3,8,4,3,-1
6440,9,F7.jpg,3,10,11,8,0
6441,10,F7.jpg,1,10,NA,NA,4
6442,11,F7.jpg,3,11,10,10,0
6443,12,F7.jpg,1,9,NA,NA,4
6444,13,F7.jpg,3,7,6,7,-1
6445,14,F7.jpg,3,8,7,7,-1
6446,15,F7.jpg,3,9,9,10,0
6447,16,F7.jpg,1,9,NA,NA,4
6448,17,F7.jpg,3,11,9,9,0
6449,18,F7.jpg,1,6,NA,NA,4
6450,19,F7.jpg,3,10,11,5,-1
6451,20,F7.jpg,3,4,10,8,-1
6452,21,F7.jpg,3,10,10,9,0
6453,22,F7.jpg,1,10,NA,NA,4
6454,23,F7.jpg,3,10,5,10,0
6455,24,F7.jpg,1,6,NA,NA,4
6456,25,F7.jpg,3,6,5,7,-1
6457,26,F7.jpg,3,7,11,10,-1
6458,27,F7.jpg,3,7,6,5,0
6459,28,F7.jpg,1,8,NA,NA,4
6460,29,F7.jpg,3,9,10,9,0
6461,30,F7.jpg,1,9,NA,NA,4
6462,31,F7.jpg,3,11,11,10,-1
6463,32,F7.jpg,3,6,4,5,-1
6464,33,F7.jpg,2,9,8,NA,2
6465,34,F7.jpg,1,9,NA,NA,4
6466,35,F7.jpg,3,11,11,4,0
6467,36,F7.jpg,1,13,NA,NA,4
6468,37,F7.jpg,3,9,7,9,-1
6469,38,F7.jpg,3,10,11,11,-1
6470,39,F7.jpg,3,13,13,10,0
6471,40,F7.jpg,1,12,NA,NA,4
6472,41,F7.jpg,3,7,8,5,0
6473,42,F7.jpg,1,8,NA,NA,4
6474,43,F7.jpg,3,11,11,9,-1
6475,44,F7.jpg,3,10,8,10,-1
6476,45,F7.jpg,3,10,10,10,0
6477,46,F7.jpg,1,6,NA,NA,4
6478,47,F7.jpg,3,11,8,9,0
6479,48,F7.jpg,1,5,NA,NA,4
6480,1,F106.jpg,3,9,9,8,2
6481,2,F106.jpg,1,7,NA,NA,3
6482,3,F106.jpg,3,11,9,10,-1
6483,4,F106.jpg,3,10,10,11,-1
6484,5,F106.jpg,1,8,NA,NA,4
6485,6,F106.jpg,3,10,11,9,1
6486,7,F106.jpg,3,10,12,9,1
6487,8,F106.jpg,1,8,NA,NA,4
6488,9,F106.jpg,3,8,8,10,-1
6489,10,F106.jpg,3,9,10,9,-1
6490,11,F106.jpg,1,10,NA,NA,3
6491,12,F106.jpg,3,8,6,7,1
6492,13,F106.jpg,3,7,9,7,1
6493,14,F106.jpg,1,5,NA,NA,3
6494,15,F106.jpg,3,8,8,9,-1
6495,16,F106.jpg,3,9,8,10,-1
6496,17,F106.jpg,1,9,NA,NA,3
6497,18,F106.jpg,3,11,10,7,0
6498,19,F106.jpg,3,9,7,10,2
6499,20,F106.jpg,1,7,NA,NA,3
6500,21,F106.jpg,3,12,11,11,-1
6501,22,F106.jpg,3,10,6,9,-1
6502,23,F106.jpg,1,10,NA,NA,3
6503,24,F106.jpg,3,11,6,14,2
6504,25,F106.jpg,3,8,10,8,0
6505,26,F106.jpg,1,9,NA,NA,3
6506,27,F106.jpg,3,8,9,9,-1
6507,28,F106.jpg,3,6,12,10,-1
6508,29,F106.jpg,1,9,NA,NA,3
6509,30,F106.jpg,3,6,9,10,1
6510,31,F106.jpg,3,7,7,10,2
6511,32,F106.jpg,1,6,NA,NA,4
6512,33,F106.jpg,3,10,9,6,-1
6513,34,F106.jpg,3,10,9,6,-1
6514,35,F106.jpg,1,11,NA,NA,4
6515,36,F106.jpg,3,11,10,13,0
6516,37,F106.jpg,3,8,7,8,0
6517,38,F106.jpg,1,11,NA,NA,4
6518,39,F106.jpg,3,12,11,13,-1
6519,40,F106.jpg,3,12,11,12,-1
6520,41,F106.jpg,1,6,NA,NA,3
6521,42,F106.jpg,3,8,8,8,0
6522,43,F106.jpg,3,8,10,9,2
6523,44,F106.jpg,1,8,NA,NA,4
6524,45,F106.jpg,3,9,11,8,-1
6525,46,F106.jpg,3,5,6,8,-1
6526,47,F106.jpg,1,8,NA,NA,4
6527,48,F106.jpg,3,4,6,4,0
6528,1,F96.jpg,3,8,8,10,2
6529,2,F96.jpg,1,10,NA,NA,4
6530,3,F96.jpg,3,12,13,11,-1
6531,4,F96.jpg,3,11,11,10,-1
6532,5,F96.jpg,1,9,NA,NA,4
6533,6,F96.jpg,3,10,11,8,0
6534,7,F96.jpg,3,11,9,11,1
6535,8,F96.jpg,1,6,NA,NA,4
6536,9,F96.jpg,3,9,8,10,-1
6537,10,F96.jpg,3,9,9,8,-1
6538,11,F96.jpg,1,12,NA,NA,3
6539,12,F96.jpg,3,7,6,6,0
6540,13,F96.jpg,3,6,9,7,0
6541,14,F96.jpg,1,11,NA,NA,3
6542,15,F96.jpg,3,7,8,9,-1
6543,16,F96.jpg,3,9,8,7,-1
6544,17,F96.jpg,1,9,NA,NA,4
6545,18,F96.jpg,3,9,9,6,0
6546,19,F96.jpg,3,12,11,12,0
6547,20,F96.jpg,1,7,NA,NA,4
6548,21,F96.jpg,3,13,13,12,-1
6549,22,F96.jpg,3,9,10,9,-1
6550,23,F96.jpg,1,8,NA,NA,4
6551,24,F96.jpg,3,9,13,12,0
6552,25,F96.jpg,3,6,6,10,0
6553,26,F96.jpg,1,7,NA,NA,4
6554,27,F96.jpg,3,8,10,4,-1
6555,28,F96.jpg,3,10,12,8,-1
6556,29,F96.jpg,1,10,NA,NA,4
6557,30,F96.jpg,3,7,6,7,1
6558,31,F96.jpg,3,10,13,9,0
6559,32,F96.jpg,1,6,NA,NA,4
6560,33,F96.jpg,3,7,6,11,-1
6561,34,F96.jpg,3,11,7,9,-1
6562,35,F96.jpg,1,13,NA,NA,3
6563,36,F96.jpg,3,12,10,15,0
6564,37,F96.jpg,3,10,9,8,2
6565,38,F96.jpg,1,12,NA,NA,4
6566,39,F96.jpg,3,11,12,13,-1
6567,40,F96.jpg,3,12,11,11,-1
6568,41,F96.jpg,1,9,NA,NA,4
6569,42,F96.jpg,3,10,8,7,0
6570,43,F96.jpg,3,9,14,8,2
6571,44,F96.jpg,1,11,NA,NA,4
6572,45,F96.jpg,3,11,6,9,-1
